case_id,country,announcement_date,ingredient,violation_reason,action
CASE-00445,중국,'2022.5. (2022년 4월 부적합),쑥 음료 (艾蒿饮品),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00446,중국,'2022.5. (2022년 4월 부적합),냉동 긴꼬리대구 (冻长尾鳕鱼),기타 (요구에 따른 증서 혹은 합격증 서류 미제출),통관거부
CASE-00447,대만,'2022.5.,볶음면 (RAMEN),잔류농약 (에틸렌옥사이드(ethylene oxide) 0.368 ppm),반송·폐기
CASE-00448,대만,'2022.5.,깻잎 (紫蘇葉)(PERILLA LEAVES),"잔류농약 (①카벤다짐(Carbendazim) 1.9 ppm, ②디메토모르프(Dimethomorph) 0.12 ppm)",반송·폐기
CASE-00449,일본,'2022.5.,비빔면 (ビビン麺),식품첨가물 (폴리소르베이트 0.109 g/kg 검출),"폐기, 반송 지시 (전량 보관)"
CASE-00450,일본,'2022.5.,볶은 디카페인 커피콩,식품첨가물 (초산에틸 사용 (대상 외 사용)),"폐기, 반송 지시 (전량 보관)"
CASE-00451,일본,'2022.5.,즉석면(유탕면),기타 (산가 기준 초과),"폐기, 반송 지시 (전량 보관)"
CASE-00452,미국,'2022.5. (2022년 4월 부적합),"고추(말린 것 또는 페이스트) (PEPPER,HOT,DRIEDORPASTE)","비위생적 처리 (전체 혹은 일부가 오물, 부패한 물질로 구성)",통관거부
CASE-00453,미국,'2022.5. (2022년 4월 부적합),떡 (RICE CAKES),기타 (해외공급자검증프로그램 위반),통관거부
CASE-00454,미국,'2022.5. (2022년 4월 부적합),"허브 식물류(다류 아님) (HERBALS BOTANICALS (NOT TEAS), N.E.C.)",표시기준 위반 (①라벨 미표시 ②업체정보 누락 ③성분 미표시 ④영어 미표시),통관거부
CASE-00455,미국,'2022.5. (2022년 4월 부적합),홍합 (MUSSELS),유해물질 함유,통관거부
CASE-00456,미국,'2022.5. (2022년 4월 부적합),"과일 및 견과 무함유 하드캔디(초콜릿 무함유) (HARDCANDYWITHOUTNUTSAND FRUIT,N.E.C.(WITHOUTCHOCOLATE))",표시기준 위반 (①알레르기유발성분미표시②가독성③성분미표시) 식품첨가물 (유해색소 첨가 가능성),통관거부
CASE-00457,EU,'2022.5.,떡 (RICE CAKES),"표시기준 위반 (알레르기 유발물질 땅콩, 견과류 미표시)",당국 통보
CASE-00458,중국,'2022.06 (2022년 5월 부적합),염지 해삼 (盐渍海参),기타 (관능검사 부적합),통관거부
CASE-00459,중국,'2022.06 (2022년 5월 부적합),음료 (饮料),유해물질 함유 (화학물질 사용규정 위반 -은(银) 전해질함유)),통관거부
CASE-00460,일본,'2022.06,레토르트살균식품 -수프류/스튜류 (ス プ類/シチュ 類),미생물 (발육할 수 있는 미생물 양성),반송·폐기 (전량 보관)
CASE-00461,대만,'2022.06,소스 (醬料),식품첨가물 (파라옥시안식향산에틸(Ethylp-Hydroxybenzoate) 0.093 g/kg),반송·폐기
CASE-00462,대만,'2022.06,소스 (醬料),식품첨가물 (파라옥시안식향산에틸 0.096 g/kg),반송·폐기
CASE-00463,대만,'2022.06,소스 (醬料),식품첨가물 (파라옥시안식향산에틸 0.133 g/kg),반송·폐기
CASE-00464,대만,'2022.06,면류 (麵),잔류농약 (에틸렌옥사이드(ethylene oxide) 검출- 조미팩 0.104 ppm),반송·폐기
CASE-00465,미국,'2022.06,아이스크림 (ICE CREAM BARS),유해물질 함유 (멜라민 및/또는 멜라민 유사체 함유),통관거부
CASE-00466,EU,'2022.06,냉동 다랑어 (frozen tuna),기타 (온도조절 불량(Poor temperature control)),억류
CASE-00467,EU,'2022.06,면류 (instant noodles),잔류농약 (에틸렌옥사이드 기준 초과- 면 0.027±0.14 ppm;소스 0.28±0.14 ppm; 분말 10.7±5.4 ppm),반송·폐기
CASE-00468,EU,'2022.06,면류 (noodles),기타 (보건증명서 미제출 (absence of health certificate(s))),억류
CASE-00469,중국,'2022.07 (2022년 6월 부적합),크림(버터)치즈,기타 (품질유지기한 경과),통관거부
CASE-00470,일본,'2022.07,즉석면(유탕면) (即席めん),기타 (산가 3.6),반송·폐기 (전량 보관)
CASE-00471,일본,'2022.07,신선 풋고추 (生鮮青とうがらし),잔류농약 (헥사코나졸(Hexaconazole) 0.04 ppm),반송·폐기 (전량 보관)
CASE-00472,일본,'2022.07,기타 분말청량음료 (その他の粉末清涼飲料),"미생물 (세균수 3,300/g)",반송·폐기 (전량 보관)
CASE-00473,대만,'2022.07,양파 (洋蔥),잔류농약 (파목사돈(Famoxadone) 0.03 ppm),반송·폐기
CASE-00474,대만,'2022.07,신선 인삼 (新鮮人蔘),잔류농약 (①피라클로스트로빈(Pyraclostrobin) 0.02 ppm ②플루지아남(Fluazinam) 0.01 ppm ③테부코나졸(Tebuconazole) 0.04 ppm ④티플루자마이드(Thifluzamide) 0.09 ppm ⑤톨클로포스메틸(Tolclofos-methyl) 0.1 ppm),반송·폐기
CASE-00475,미국,'2022.07 (2022년 6월 부적합),인삼(뿌리 괴경채소) (GINSENG (ROOT TUBER VEGETABLE)),표시기준 위반 (①수량정보 누락 ②영어 미표기),통관거부
CASE-00476,미국,'2022.07 (2022년 6월 부적합),"고등어 (SCOMBEROMORUSSP,EGSPANISH 또는KINGSEE '22'를제외한모두)",비위생적 처리 (HACCP 부적합),통관거부
CASE-00477,미국,'2022.07 (2022년 6월 부적합),꽁치류 (SAURY),비위생적 처리 (HACCP 부적합),통관거부
CASE-00478,미국,'2022.07 (2022년 6월 부적합),"잎 줄기채소 (LEAFSTEMVEGETABLES, N.E.C.)",잔류농약,통관거부
CASE-00479,중국,'2022.08 (2022년 7월 부적합),김 (海苔),미생물 (균락총수 기준치 초과),통관거부
CASE-00480,일본,'2022.08,말차 참깨 비스킷 (抹茶ごまビスケット),식품첨가물 (이산화황(Sulfur dioxide) 0.32 g/kg),반송·폐기 (전량 보관)
CASE-00481,일본,'2022.08,다시마 참깨 비스킷 (昆布ごまビスケット),식품첨가물 (이산화황(Sulfur dioxide) 0.26 g/kg),반송·폐기 (전량 보관)
CASE-00482,일본,'2022.08,톳 참깨 비스킷 (ひじきごまビスケット),식품첨가물 (이산화황(Sulfur dioxide) 0.41 g/kg),반송·폐기 (전량 보관)
CASE-00483,대만,'2022.08,신선 멜론 (FRESH MUSK MELON),잔류농약 (피리다벤(Pyridaben) 0.04 ppm),반송·폐기
CASE-00484,대만,'2022.08,신선 상추 (FRESH LETTUCE),잔류농약 (디니코나졸(Diniconazole) 0.02 ppm),반송·폐기
CASE-00485,미국,'2022.08 (2022년 6월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",유해물질 함유,통관거부
CASE-00486,미국,'2022.08 (2022년 7월 부적합),"어란, 수산물가공품 (FISH ROE, FISHERY PRODUCTS, N.E.C.)",미생물 (리스테리아 함유),통관거부
CASE-00487,미국,'2022.08 (2022년 7월 부적합),"대구류 (POLLACK, POLLOCK)","표시기준 위반 (①색소 미표시 ②가독성), 식품첨가물 (유해색소첨가가능성)",통관거부
CASE-00488,미국,'2022.08 (2022년 7월 부적합),"소스류 (SAUCES, N.E.C.)","표시기준 위반 (①수량정보 누락 ②성분 미표시 ③영어 미표기 ④영양정보 미표시), 기타 (①저산성식품 제조업체 미등록 ②제조공정 미제출)",통관거부
CASE-00489,미국,'2022.08 (2022년 7월 부적합),그라스 젤리(젤라틴 제품) (GRASS JELLY (GELATIN PRODUCT)),표시기준 위반 (①특수용도식 성분 미표시 ②연락처 미제공 ③영어 미표시),통관거부
CASE-00490,미국,'2022.08 (2022년 7월 부적합),"표고버섯 (MUSHROOM, SHIITAKE , WHOLE (BUTTON) (FUNGI))",기타 (해외공급자검증프로그램 위반),통관거부
CASE-00491,미국,'2022.08 (2022년 7월 부적합),"허브 식물 다류 (HERBALS BOTANICALTEAS, N.E.C.)",표시기준 위반 (영어 미표기),통관거부
CASE-00492,중국,'2022.09 (2022년 8월 부적합),게맛살(蟹味棒) (어육제품),중금속 (무기비소 기준치 초과),통관거부
CASE-00493,중국,'2022.09 (2022년 8월 부적합),크랩(蟹钳棒) (어육제품),중금속 (무기비소 기준치 초과),통관거부
CASE-00494,대만,'2022.09,신선 토마토 (FRESH TOMATO),식품첨가물 (수크랄로스 검출),반송·폐기
CASE-00495,대만,'2022.09,짜장 떡볶이소스 (炸醬年糕醬) (JJAJANG TTEOKBOKKI SAUCE),식품첨가물 (파라옥시안식향산에틸(Ethylp-Hydroxybenzoate) 0.091 g/kg 검출),반송·폐기
CASE-00496,미국,'2022.09 (2022년 8월 부적합),"비탄산 음료 (NONCARBONATEDSOFTDRINK, N.E.C.)",표시기준 위반 (①주스 % 함량 미표시 ②성분 미표시 ③영양정보 미표시),통관거부
CASE-00497,미국,'2022.09 (2022년 8월 부적합),"해조류 스낵, 채소 스낵 (SEAWEED SNACKS (FLAVORED ORUNFLAVORED), VEGETABLE SNACKS (OTHERTHAN PULSES) BAKED)",유해물질 함유,통관거부
CASE-00498,미국,'2022.09 (2022년 8월 부적합),"파 (말린 것 또는 페이스트) (SCALLIONS, GREEN ONIONS, DRIED OR PASTE)",잔류농약,통관거부
CASE-00499,미국,'2022.09 (2022년 8월 부적합),감 (PERSIMMON (OTHER FRUIT)),잔류농약,통관거부
CASE-00500,미국,'2022.09 (2022년 8월 부적합),"과일 함유 젤리, 소프트(젤리빈, 검드롭 등), 초콜릿 무함유 (JELLIED CANDY, SOFT (JELLY BEANS, GUM DROPS, ETC.), WITH FRUIT (WITHOUT CHOCOLATE))",표시기준 위반 (①색소 미표시 ②유해색소 첨가 가능성),통관거부
CASE-00501,중국,'2022.10 (2022년 9월 부적합),김말이 튀김 (油炸粉条卷儿),표시기준 위반 (라벨 불합격),통관거부
CASE-00502,일본,'2022.10,생식용 냉장 피조개살(펼친 피조개) (生食用冷蔵むき身あかがい)(開赤貝)),미생물 (장염비브리오 최확수 460/g),반송·폐기 (전량 보관)
CASE-00503,일본,'2022.10,레토르트 살균식품 (レトルト殺菌食品),미생물 (발육할 수 있는 미생물 양성),반송·폐기 (전량 보관)
CASE-00504,대만,'2022.10,배도라지즙(水梨桔梗汁) (pear balloon flower juice),식품첨가물 (사카린 0.13 g/kg 검출),반송·폐기
CASE-00505,미국,'2022.10 (2022년 9월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물 (리스테리아 검출),통관거부
CASE-00506,미국,'2022.10 (2022년 9월 부적합),"프로폴리스(허브및식물류, 다류외제품) (BEEBALM (HERBAL & BOTANICALS, NOT TEAS))",표시기준 위반 (①라벨 미표시 ②영양정보 미표시),통관거부
CASE-00507,미국,'2022.10 (2022년 9월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",유해물질 함유,통관거부
CASE-00508,EU,'2022.10,말린 해초 (dried seaweed),기타 (요오드 다량),시장 철수
CASE-00509,중국,'2022.11 (2022년 10월 부적합),보이차 (普洱茶),기타(요구에 따른 증서 혹은 합격증명서류 미제출),통관거부
CASE-00510,중국,'2022.11 (2022년 10월 부적합),멸치 조미 파우더 (银鱼调味粉),중금속 (무기비소 기준 초과),통관거부
CASE-00511,중국,'2022.11 (2022년 10월 부적합),재래구이김(조미김) (传统风味海苔(调味海苔)),미생물 (균락총수 기준 초과),통관거부
CASE-00512,일본,'2022.11,무가열 섭취 냉동식품 - 새우류 FROZEN SEASONED SHRIMP (깐새우장)(剥きえびセウジャン),"미생물 (세균수 840,000/g)",반송·폐기 (전량 보관)
CASE-00513,일본,'2022.11,아이스밀크- 아이스크림 콘 (アイスミルク),미생물 (대장균군 양성),반송·폐기 (전량 보관)
CASE-00514,일본,'2022.11,분말청량음료 –고려인삼차 (KOREAN GINSENG TEA(15%)) (粉末清涼飲料 - 高麗人参茶),"미생물 (세균수 14,000/g)",반송·폐기 (전량 보관)
CASE-00515,일본,'2022.11,분말청량음료 –고려인삼차 (KOREAN GINSENG TEA) (粉末清涼飲料 - 高麗人参茶),"미생물 (세균수 16,000/g)",반송·폐기 (전량 보관)
CASE-00516,일본,'2022.11,신선 풋고추 (生鮮青とうがらし),잔류농약 (테부펜피라드 0.05 ppm 검출),반송·폐기 (전량 보관)
CASE-00517,일본,'2022.11,신선 쪽파 (生鮮わけぎ),잔류농약 (에토펜프록스 0.06 ppm 검출),회수 및 검사강화
CASE-00518,대만,'2022.11,신선 인삼(FRESH GINSENG) (生鮮人參),"잔류농약 (①피라클로스트로빈 0.03 ppm, ②사이퍼메트린 0.02 ppm 검출)",반송·폐기
CASE-00519,대만,'2022.11,신선 인삼(FRESH GINSENG) (生鮮人參),"잔류농약 (①보스칼리드 0.05 ppm, ②플루오피 콜라이드 0.05 ppm, ③프로파모카브 하이드로클로라이드 0.02 ppm, ④피 라클로스트로빈 0.02 ppm, ⑤플루아 지남 0.03 ppm, ⑥펜티오피라드 0.07 ppm, ⑦테부코나졸 0.02 ppm 검출)",반송·폐기
CASE-00520,미국,'2022.11 (2022년10월 부적합),"인삼, 주스 또는 음료류(뿌리&괴경채소) (GINSENG, JUICE OR DRINK (ROOT & TUBER VEGETABLE))",표시기준 위반 (영양정보 미표시) 비위생적 처리 (산성화 부적합),통관거부
CASE-00521,미국,'2022.11 (2022년10월 부적합),팽이버섯 (ENOKITAKE),미생물 (리스테리아 검출),통관거부
CASE-00522,미국,'2022.11 (2022년10월 부적합),"갑오징어, 기타 수생종 (CUTTLEFISH, OTHERAQUATICSPECIES)",미생물 (살모넬라 검출),통관거부
CASE-00523,미국,'2022.11 (2022년10월 부적합),"다류 (TEA, N.E.C.)",기타 (미승인 신약),통관거부
CASE-00524,미국,'2022.11 (2022년10월 부적합),"팽이버섯 (ENOKITAKE MUSHROOMS, WHOLE (BUTTON) (FUNGI))",미생물 (리스테리아 검출),통관거부
CASE-00525,EU,'2022.11,참치 (tuna),미생물 (리스테리아 검출),(주의 정보)
CASE-00526,중국,'2022.12 (2022년11월 부적합),담백한 맛 김자반(조미김) (淡味海苔碎(调味海苔)),기타(요구에 따른 증서 혹은 합격증명서류 미제출),통관거부
CASE-00527,중국,'2022.12 (2022년11월 부적합),해산물맛 김자반(조미김) (海鲜味海苔碎(调味海苔)),기타(요구에 따른 증서 혹은 합격증명서류 미제출),통관거부
CASE-00528,중국,'2022.12 (2022년11월 부적합),대두단백 곡물음료분말(고체음료) (大豆蛋白谷物冲饮粉(固体饮料)),미생물 (균락총수 기준 초과),통관거부
CASE-00529,일본,'2022.11,무가열 섭취 냉동식품 - 양념게장 (SPICY SAUCE MARINATED BLUE CRAB) (ヤンニョムケジャン),"미생물 (①세균수 180,000/g, ②대장균군 양성)",반송·폐기 (전량 보관)
CASE-00530,대만,'2022.12,배추 (FRESH CHINESE CABBAGE) (大白菜),잔류농약 (클로르메쾃 1.63 ppm 검출),반송·폐기
CASE-00531,대만,'2022.12,배추 (FRESH CHINESE CABBAGE) (大白菜),잔류농약 (클로르메쾃 0.81 ppm 검출),반송·폐기
CASE-00532,대만,'2022.12,특제 BBQ소스 (BARBECUE SAUCE) (韓式特製BBQ醬),식품첨가물 (파라옥시안식향산에틸0.012 g/kg 검출),반송·폐기
CASE-00533,미국,'2022.12 (2022년10월 부적합),장어 (EEL),미생물(살모넬라 검출),통관거부
CASE-00534,미국,'2022.12 (2022년11월 부적합),"해조류 스낵 (가향 또는 무가향), 구운 채소 스낵 (두류 제외) (SEAWEED SNACKS (FLAVORED OR UNFLAVORED), VEGETABLE SNACKS (OTHER THAN PULSES) BAKED)",유해물질 함유,통관거부
CASE-00535,미국,'2022.12 (2022년11월 부적합),"과일및견과무함유하드캔디(초콜릿무함유) (HARD CANDY WITHOUT NUTS AND FRUIT, N.E.C.(WITHOUT CHOCOLATE))",①표시기준 위반(색소 미표시) ②식품첨가물(유해색소 첨가 가능성),통관거부
CASE-00536,중국,'2023.1 (2022년 12월 부적합),감귤주스음료(柑橘汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00537,중국,'2023.1 (2022년 12월 부적합),망고주스음료(芒果汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00538,중국,'2023.1 (2022년 12월 부적합),매실음료(梅饮料) 총 2건,표시기준 위반(라벨 부적합),통관거부
CASE-00539,중국,'2023.1 (2022년 12월 부적합),배주스음료(梨汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00540,중국,'2023.1 (2022년 12월 부적합),블루베리주스음료(蓝莓汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00541,중국,'2023.1 (2022년 12월 부적합),사과주스음료(苹果汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00542,중국,'2023.1 (2022년 12월 부적합),오렌지주스음료(橙汁饮料),표시기준 위반(라벨 부적합),통관거부
CASE-00543,중국,'2023.1 (2022년 12월 부적합),라면,기타(검사검역허가 미취득 식물유래 성분 함유),통관거부
CASE-00544,중국,'2023.1 (2022년 12월 부적합),즉석 된장국,중금속(총비소 기준치 초과),통관거부
CASE-00545,일본,'2023.1,무가열 섭취 냉동식품(無加熱摂取冷凍食品) - 붕장어 조림(煮あなご),미생물(대장균군 양성),반송·폐기 (전량 보관)
CASE-00546,일본,'2023.1,신선 쪽파(生鮮わけぎ),잔류농약 (헥사코나졸 0.03 ppm 검출),회수 명령
CASE-00547,일본,'2023.1,신선 풋고추(生鮮青とうがらし),잔류농약 (헥사코나졸 0.06 ppm 검출),반송·폐기 (전량 보관)
CASE-00548,대만,'2023.1,신선 밀감(鮮蜜柑)(FRESH MANDARIN ORANGES),"잔류농약 (①플루페녹수론(Flufenoxuron) 0.02 ppm, ②노발루론(Novaluron) 0.03 ppm 검출)",반송·폐기
CASE-00549,대만,'2023.1,컵라면,잔류농약 (에틸렌옥사이드(ethylene oxide) 0.075 mg/kg 검출),반송·폐기
CASE-00550,미국,'2023.1 (2022년 11월 부적합),초콜릿 바(CHOCOLATE BARS),"표시기준 위반(①업체정보 누락, ②수량정보 누락, ③성분표시 누락, ④영양정보표시 누락)",통관거부
